StartDate,EndDate,Consent,Gender,Carnism_1,Carnism_2,Carnism_3,Carnism_4,Carnism_5,Carnism_6,Carnism_7,Carnism_8,Politics_1,Condition,Taste1,Taste2,Taste3,Taste4,Age,Race,Education,Income
11/19/20 13:12,11/19/20 13:14,1,2,4,5,5,6,2,2,4,2,6,2,4,4,3,3,32,1,5,3
11/19/20 13:10,11/19/20 13:14,1,2,4,4,3,5,1,1,2,1,4,2,4,4,3,4,53,1,6,2
11/19/20 13:11,11/19/20 13:14,1,2,7,7,7,3,3,4,3,4,1,1,7,7,7,7,36,1,5,1
11/19/20 13:11,11/19/20 13:14,1,2,4,3,4,6,3,2,2,2,6,1,6,6,6,6,66,1,3,3
11/19/20 13:10,11/19/20 13:14,1,2,6,4,7,4,4,4,3,6,4,1,6,6,5,6,33,1,3,2
11/19/20 13:12,11/19/20 13:14,1,2,2,2,2,3,2,3,3,2,6,1,5,6,6,4,32,1,4,2
11/19/20 13:12,11/19/20 13:14,1,2,6,5,3,6,1,1,1,1,2,1,3,3,3,3,34,1,6,4
11/19/20 13:11,11/19/20 13:14,1,2,4,5,6,7,1,1,1,1,2,1,6,6,6,6,62,1,2,5
11/19/20 13:12,11/19/20 13:14,1,1,5,6,2,4,2,2,5,1,2,2,3,2,3,2,25,6,5,6
11/19/20 13:09,11/19/20 13:14,1,1,6,6,6,6,1,4,5,1,3,2,6,6,6,6,34,1,5,4
11/19/20 13:10,11/19/20 13:14,1,1,5,4,5,5,3,2,1,3,6,1,6,6,5,5,44,1,5,4
11/19/20 13:09,11/19/20 13:14,1,1,6,5,6,3,3,2,4,3,2,1,7,7,7,7,30,2,5,3
11/19/20 13:09,11/19/20 13:15,1,2,6,6,6,4,2,2,2,2,3,2,5,5,4,4,43,4,6,6
11/19/20 13:10,11/19/20 13:15,1,2,4,4,6,5,2,2,3,2,4,2,3,4,2,4,46,1,2,1
11/19/20 13:13,11/19/20 13:15,1,2,6,7,7,7,4,4,3,1,4,1,7,7,7,7,33,2,5,4
11/19/20 13:13,11/19/20 13:15,1,2,5,5,6,4,3,3,5,4,5,1,6,6,6,6,29,1,6,4
11/19/20 13:12,11/19/20 13:15,1,2,5,5,5,4,3,2,2,2,2,1,7,7,7,7,47,1,4,1
11/19/20 13:12,11/19/20 13:15,1,2,4,4,6,5,4,1,1,1,2,1,6,6,6,6,60,1,2,1
11/19/20 13:13,11/19/20 13:15,1,2,4,5,3,5,3,1,4,3,2,1,7,7,7,7,30,1,6,3
11/19/20 13:13,11/19/20 13:15,1,1,4,6,7,4,1,1,4,3,3,2,2,2,2,4,43,1,3,1
11/19/20 13:14,11/19/20 13:15,1,1,4,4,4,4,2,2,2,4,5,2,3,3,3,3,60,1,5,1
11/19/20 13:13,11/19/20 13:15,1,1,4,4,5,4,2,2,1,2,2,2,4,4,5,5,31,1,5,3
11/19/20 13:11,11/19/20 13:15,1,1,4,5,3,7,1,1,1,1,4,1,2,2,1,3,27,1,3,3
11/19/20 13:12,11/19/20 13:16,1,2,5,5,4,6,2,2,1,2,6,2,3,3,2,2,62,1,6,2
11/19/20 13:14,11/19/20 13:16,1,2,5,4,5,7,2,4,2,2,6,1,7,7,7,7,28,4,6,1
11/19/20 13:14,11/19/20 13:16,1,2,5,5,6,2,2,1,1,2,4,1,7,7,7,7,32,1,5,3
11/19/20 13:14,11/19/20 13:16,1,2,6,6,6,3,3,3,3,2,4,1,6,6,6,6,32,1,6,3
11/19/20 13:14,11/19/20 13:16,1,1,2,1,4,5,1,1,1,2,5,2,5,5,3,4,43,1,5,5
11/19/20 13:13,11/19/20 13:16,1,1,7,7,7,3,3,6,2,4,7,2,2,2,2,2,56,1,4,3
11/19/20 13:14,11/19/20 13:16,1,1,4,4,4,4,4,4,4,4,4,1,5,5,5,5,26,1,5,1
11/19/20 13:13,11/19/20 13:17,1,2,4,5,3,6,1,1,1,1,6,2,1,1,1,1,53,1,5,2
11/19/20 13:13,11/19/20 13:17,1,2,4,6,3,5,3,3,2,2,5,2,3,2,2,2,28,1,6,4
11/19/20 13:12,11/19/20 13:17,1,2,3,5,5,5,1,2,3,2,2,2,4,4,3,4,20,1,3,1
11/19/20 13:13,11/19/20 13:17,1,2,4,5,6,5,1,1,1,1,4,1,4,5,4,3,27,4,5,3
11/19/20 13:12,11/19/20 13:17,1,1,4,5,5,5,3,4,5,5,5,2,4,6,6,4,34,1,3,2
11/19/20 13:10,11/19/20 13:17,1,1,4,4,7,5,2,2,1,1,3,2,2,3,3,2,38,3,2,2
11/19/20 13:12,11/19/20 13:17,1,1,4,7,7,2,1,1,4,1,5,2,3,2,3,5,27,1,3,3
11/19/20 13:16,11/19/20 13:18,1,1,6,5,7,4,4,3,1,3,5,1,5,6,5,6,39,1,4,2
11/19/20 13:11,11/19/20 13:18,1,1,6,7,7,4,4,1,1,2,6,1,7,7,7,7,45,1,5,3
11/19/20 13:17,11/19/20 13:19,1,2,6,6,6,5,2,2,2,3,3,2,5,5,4,4,25,6,3,2
11/19/20 13:13,11/19/20 13:19,1,2,6,5,7,4,2,3,1,1,4,2,3,3,3,3,31,4,2,3
11/19/20 13:14,11/19/20 13:19,1,2,3,1,5,4,4,1,1,1,3,1,7,7,7,7,48,1,2,2
11/19/20 13:17,11/19/20 13:19,1,1,6,5,7,4,2,3,2,2,5,2,4,3,3,3,30,4,6,4
11/19/20 13:16,11/19/20 13:19,1,1,5,5,7,5,4,2,4,3,6,2,1,1,3,2,29,1,5,3
11/19/20 13:16,11/19/20 13:20,1,2,7,6,7,1,3,2,2,3,6,1,6,7,6,7,49,1,4,2
11/19/20 13:16,11/19/20 13:20,1,2,1,1,6,5,1,1,1,1,2,1,6,6,6,6,60,1,5,4
11/19/20 13:19,11/19/20 13:20,1,2,4,4,4,4,1,1,1,1,4,1,5,5,5,5,30,4,5,5
11/19/20 13:15,11/19/20 13:20,1,2,4,5,7,5,1,1,1,1,5,1,5,5,5,5,56,1,5,4
11/19/20 13:18,11/19/20 13:20,1,1,6,5,7,4,3,4,3,4,6,2,1,1,1,1,36,1,2,4
11/19/20 13:08,11/19/20 13:20,1,1,3,5,3,3,5,5,3,5,5,2,3,5,3,5,31,1,4,4
11/19/20 13:18,11/19/20 13:21,1,2,4,6,3,5,1,1,1,1,1,2,5,5,5,5,41,1,5,3
11/19/20 13:18,11/19/20 13:21,1,2,4,3,3,6,1,1,1,1,1,1,6,6,5,6,43,1,5,5
11/19/20 13:14,11/19/20 13:21,1,2,7,7,7,1,4,4,7,4,4,1,7,7,7,7,48,1,5,2
11/19/20 13:17,11/19/20 13:21,1,1,7,5,7,1,4,2,1,1,6,1,7,7,7,7,40,4,5,5
11/19/20 13:20,11/19/20 13:21,1,1,5,6,5,3,5,6,5,3,7,1,7,6,6,4,22,1,4,3
11/19/20 13:18,11/19/20 13:22,1,2,4,4,5,6,2,1,3,2,4,2,4,4,5,4,31,4,5,2
11/19/20 13:17,11/19/20 13:22,1,2,6,7,6,6,1,1,4,4,3,1,7,7,7,7,24,1,2,2
11/19/20 13:19,11/19/20 13:22,1,1,4,6,6,5,2,2,1,1,3,2,5,4,3,3,22,1,4,3
11/19/20 13:20,11/19/20 13:22,1,1,5,5,5,6,3,3,1,2,3,1,5,5,4,5,32,1,4,2
11/19/20 13:15,11/19/20 13:23,1,2,3,4,5,5,1,1,1,1,3,2,4,4,3,4,50,1,6,3
11/19/20 13:09,11/19/20 13:23,1,2,2,5,3,1,2,3,2,2,4,2,4,3,3,4,24,1,5,1
11/19/20 13:20,11/19/20 13:23,1,2,5,5,5,4,4,2,4,3,5,2,2,2,2,2,33,1,6,1
11/19/20 13:21,11/19/20 13:23,1,1,5,4,6,5,2,2,3,3,2,2,2,2,2,2,35,1,2,3
11/19/20 13:19,11/19/20 13:24,1,2,6,7,7,7,1,1,1,1,3,2,1,1,1,1,38,1,4,2
11/19/20 13:22,11/19/20 13:24,1,2,4,5,5,6,1,1,1,1,1,1,6,6,6,6,27,1,6,3
11/19/20 13:21,11/19/20 13:24,1,1,4,4,4,4,4,3,1,1,4,2,4,4,4,3,53,2,3,2
11/19/20 13:21,11/19/20 13:24,1,1,6,4,7,6,5,7,2,1,7,1,7,7,6,6,42,1,5,2
11/19/20 13:23,11/19/20 13:24,1,1,3,3,4,4,4,3,3,5,5,1,6,6,6,6,33,1,3,2
11/19/20 13:23,11/19/20 13:25,1,1,6,6,6,5,4,4,4,2,5,2,2,2,1,1,39,1,4,1
11/19/20 13:23,11/19/20 13:25,1,1,7,7,4,2,6,4,6,6,4,1,7,7,7,7,34,1,6,5
11/19/20 13:21,11/19/20 13:26,1,1,5,4,4,4,3,3,3,3,2,2,5,4,4,4,30,2,5,3
11/19/20 13:24,11/19/20 13:26,1,1,4,5,4,4,4,4,4,4,4,2,4,4,5,5,30,1,5,5
11/19/20 13:23,11/19/20 13:26,1,1,5,4,5,4,3,2,2,4,2,2,3,2,3,1,38,1,5,3
11/19/20 13:23,11/19/20 13:26,1,1,4,3,3,6,1,1,1,1,3,2,6,6,5,5,35,1,2,1
11/19/20 13:22,11/19/20 13:26,1,1,4,5,5,4,2,4,4,4,4,1,7,7,7,7,26,1,2,1
11/19/20 13:25,11/19/20 13:26,1,1,3,5,5,3,2,2,5,5,5,1,3,2,5,5,35,1,5,4
11/19/20 13:24,11/19/20 13:27,1,2,4,5,5,4,3,2,4,4,6,2,2,2,2,2,66,1,5,4
11/19/20 13:22,11/19/20 13:27,1,2,6,5,7,6,1,1,1,1,2,1,6,7,7,7,26,1,1,2
11/19/20 13:26,11/19/20 13:27,1,1,4,4,5,6,5,5,4,4,3,2,5,4,5,4,27,2,5,2
11/19/20 13:24,11/19/20 13:27,1,1,5,6,7,1,4,1,1,1,4,1,7,7,7,7,,1,3,4
11/19/20 13:17,11/19/20 13:28,1,1,7,6,7,5,3,2,1,1,6,2,3,4,5,2,53,1,5,2
11/19/20 13:25,11/19/20 13:28,1,1,4,3,4,7,1,1,1,1,4,1,7,7,7,7,42,1,5,5
11/19/20 13:25,11/19/20 13:28,1,1,4,4,3,5,4,2,2,4,4,1,6,6,6,6,49,1,5,3
11/19/20 13:25,11/19/20 13:28,1,1,5,6,4,7,2,3,1,1,2,1,6,6,5,5,30,1,5,2
11/19/20 13:27,11/19/20 13:29,1,1,7,6,6,3,5,6,7,3,6,2,2,3,1,2,39,1,6,2
11/19/20 13:23,11/19/20 13:30,1,2,4,3,4,5,5,2,4,4,5,2,4,4,5,5,39,4,5,6
11/19/20 13:26,11/19/20 13:30,1,2,1,5,4,7,1,1,1,1,3,2,2,2,2,4,56,1,6,5
11/19/20 13:26,11/19/20 13:30,1,2,3,3,6,7,1,1,1,1,6,1,4,4,3,2,74,1,6,3
11/19/20 13:27,11/19/20 13:30,1,1,5,4,3,4,2,4,1,2,5,1,4,5,4,4,32,1,5,3
11/19/20 13:21,11/19/20 13:30,1,1,2,5,5,5,1,1,1,2,2,1,5,5,6,5,39,1,5,2
11/19/20 13:28,11/19/20 13:31,1,2,3,5,6,3,4,2,5,4,7,2,1,1,1,1,61,1,5,2
11/19/20 13:24,11/19/20 13:31,1,1,6,5,6,6,3,2,6,3,7,1,6,6,5,5,42,3,5,4
11/19/20 13:28,11/19/20 13:32,1,2,3,4,5,4,3,3,2,4,4,2,3,3,2,2,72,1,3,2
11/19/20 13:30,11/19/20 13:32,1,2,5,4,7,6,1,2,3,1,4,1,6,7,6,6,41,1,3,2
11/19/20 13:28,11/19/20 13:33,1,1,2,4,6,7,1,1,1,1,2,1,5,5,4,3,60,1,5,2
11/19/20 13:32,11/19/20 13:34,1,1,1,1,1,4,1,1,1,1,1,2,4,4,4,4,48,7,5,1
11/19/20 13:32,11/19/20 13:34,1,1,5,6,5,5,3,2,3,3,7,1,6,6,5,6,69,1,6,3
11/19/20 13:32,11/19/20 13:35,1,2,4,5,7,6,1,1,1,1,4,2,3,3,3,3,45,1,5,4
11/19/20 13:31,11/19/20 13:35,1,2,4,4,6,4,4,3,3,4,4,2,3,3,3,2,22,1,2,1
11/19/20 13:33,11/19/20 13:35,1,2,4,4,5,4,4,3,3,3,3,1,5,5,5,5,28,2,2,1
11/19/20 13:29,11/19/20 13:35,1,1,5,4,6,6,2,2,1,1,4,2,3,2,1,1,67,1,5,3
11/19/20 13:31,11/19/20 13:35,1,1,4,5,7,7,1,1,1,1,3,2,5,5,5,5,73,1,5,3
11/19/20 13:30,11/19/20 13:35,1,1,6,7,6,5,2,3,6,2,6,1,6,7,6,6,28,3,4,2
11/19/20 13:22,11/19/20 13:36,1,1,6,6,7,5,1,2,1,2,7,2,1,1,1,1,39,1,5,3
11/19/20 13:30,11/19/20 13:36,1,1,4,3,4,5,2,2,2,2,5,1,6,6,5,5,35,2,2,2
11/19/20 13:22,11/19/20 13:37,1,1,6,5,6,2,4,4,4,4,6,2,4,5,5,6,48,1,5,3
11/19/20 13:33,11/19/20 13:37,1,1,4,5,6,5,1,1,1,1,1,1,5,5,5,5,26,1,5,2
11/19/20 13:31,11/19/20 13:37,1,1,4,4,1,7,4,1,4,1,1,1,4,4,4,4,24,1,2,4
11/19/20 13:36,11/19/20 13:38,1,2,4,5,3,5,2,2,2,2,6,2,5,5,3,5,52,1,5,4
11/19/20 13:36,11/19/20 13:38,1,1,4,4,2,6,4,2,2,2,7,2,7,7,7,7,34,2,2,1
11/19/20 13:34,11/19/20 13:38,1,1,5,7,7,6,1,1,1,1,2,1,7,7,6,7,41,1,4,2
11/19/20 13:33,11/19/20 13:39,1,2,2,1,5,7,2,1,4,7,2,1,7,7,7,7,47,2,5,1
11/19/20 13:36,11/19/20 13:39,1,2,4,5,6,7,1,1,1,1,5,1,5,5,5,5,64,1,3,2
11/19/20 13:36,11/19/20 13:39,1,1,4,3,3,5,2,2,2,2,2,2,5,5,5,4,24,4,5,1
11/19/20 13:11,11/19/20 13:40,1,2,5,6,7,6,1,1,2,2,1,1,7,7,7,7,37,4,5,6
11/19/20 13:39,11/19/20 13:40,1,2,6,6,2,3,2,6,6,3,1,1,3,3,6,5,21,1,3,1
11/19/20 13:39,11/19/20 13:40,1,1,5,6,6,6,6,5,3,5,3,2,4,5,5,5,28,1,5,3
11/19/20 13:36,11/19/20 13:41,1,2,2,5,6,5,1,1,1,1,1,1,6,6,5,6,75,1,6,5
11/19/20 13:36,11/19/20 13:41,1,2,5,5,5,2,4,2,2,2,4,1,6,6,6,5,39,4,5,3
11/19/20 13:36,11/19/20 13:41,1,1,5,5,3,5,4,1,3,2,4,2,6,6,5,6,31,6,5,3
11/19/20 13:40,11/19/20 13:41,1,1,6,6,6,6,2,2,2,2,5,2,5,5,5,5,36,1,5,2
11/19/20 13:38,11/19/20 13:42,1,2,6,6,7,5,4,1,6,2,4,2,4,3,2,2,29,6,4,2
11/19/20 13:40,11/19/20 13:42,1,2,6,6,6,2,4,3,3,3,5,1,6,6,6,6,28,1,6,4
11/19/20 13:36,11/19/20 13:42,1,1,7,7,7,4,2,1,1,1,2,1,7,7,7,7,34,2,4,3
11/19/20 13:38,11/19/20 13:42,1,1,5,6,7,6,4,4,2,2,5,1,7,6,6,5,35,1,5,4
11/19/20 13:40,11/19/20 13:43,1,2,5,4,3,7,3,1,1,1,1,2,6,4,3,4,22,2,3,2
11/19/20 13:40,11/19/20 13:43,1,2,4,4,5,4,4,3,4,3,2,2,3,3,2,2,22,1,4,2
11/19/20 13:15,11/19/20 13:43,1,2,3,3,5,6,2,2,2,2,1,2,3,3,3,3,45,2,4,3
11/19/20 13:41,11/19/20 13:44,1,1,6,6,6,5,5,5,2,5,6,2,1,1,1,1,36,1,3,2
11/19/20 13:42,11/19/20 13:44,1,1,4,4,4,4,2,2,2,2,3,2,3,3,4,4,31,1,5,3
11/19/20 13:43,11/19/20 13:45,1,1,4,6,6,5,2,5,2,2,2,2,2,2,1,2,26,1,5,1
11/19/20 13:44,11/19/20 13:46,1,1,4,4,5,7,1,1,4,1,1,2,4,4,4,4,28,1,3,1
11/19/20 13:44,11/19/20 13:47,1,2,5,4,5,5,4,2,4,3,6,1,6,6,6,6,45,1,5,4
11/19/20 13:43,11/19/20 13:47,1,2,5,5,4,5,3,2,3,2,6,1,6,6,6,6,47,1,5,3
11/19/20 13:44,11/19/20 13:47,1,1,4,5,5,6,1,1,2,1,1,2,4,4,4,4,25,2,2,4
11/19/20 13:45,11/19/20 13:47,1,1,5,3,4,5,4,5,5,3,2,1,7,7,7,7,28,1,4,2
11/19/20 13:46,11/19/20 13:48,1,2,3,2,5,5,1,1,1,1,1,2,2,2,2,2,45,1,3,5
11/19/20 13:45,11/19/20 13:48,1,2,3,4,5,7,1,1,1,1,3,1,5,5,5,5,39,4,5,4
11/19/20 13:47,11/19/20 13:48,1,1,5,3,6,6,3,3,2,3,6,1,7,7,6,7,30,4,5,4
11/19/20 13:46,11/19/20 13:48,1,1,1,3,1,5,1,1,2,2,2,1,6,6,6,6,47,1,5,4
11/19/20 13:43,11/19/20 13:48,1,1,5,5,4,4,1,1,1,4,5,1,5,5,4,4,59,1,2,1
11/19/20 13:16,11/19/20 13:49,1,1,1,5,6,7,2,1,1,1,3,1,7,7,7,7,30,1,3,1
11/19/20 13:47,11/19/20 13:50,1,2,6,5,7,5,4,2,2,2,4,2,7,7,7,7,30,6,3,3
11/19/20 13:46,11/19/20 13:50,1,2,3,3,3,5,3,3,3,3,2,1,5,5,5,5,45,4,4,3
11/19/20 13:45,11/19/20 13:50,1,2,7,6,7,4,1,1,1,1,2,1,7,7,7,7,22,2,5,2
11/19/20 13:46,11/19/20 13:50,1,1,5,5,5,5,2,2,2,2,5,2,2,2,2,2,29,1,5,5
11/19/20 13:45,11/19/20 13:50,1,1,1,1,3,7,1,1,1,1,3,2,5,5,3,5,36,2,3,2
11/19/20 13:47,11/19/20 13:50,1,1,5,6,6,4,3,3,2,2,3,1,6,6,6,6,48,1,3,2
11/19/20 13:45,11/19/20 13:50,1,1,6,4,6,5,2,2,4,3,5,1,7,7,7,7,59,1,5,3
11/19/20 13:48,11/19/20 13:50,1,1,5,6,6,3,2,4,3,3,6,1,6,6,6,6,45,1,6,6
11/19/20 13:45,11/19/20 13:51,1,1,5,4,4,3,4,5,5,3,2,1,6,6,5,6,30,2,5,3
11/19/20 13:47,11/19/20 13:52,1,1,7,7,7,1,3,2,1,1,6,2,2,2,2,2,31,4,3,1
11/19/20 13:47,11/19/20 13:52,1,1,1,4,6,7,1,1,1,1,2,2,5,5,3,4,29,4,4,3
11/19/20 13:49,11/19/20 13:52,1,1,7,7,7,4,4,4,4,4,6,2,4,4,4,4,56,1,6,1
11/19/20 13:51,11/19/20 13:52,1,1,5,7,7,4,5,6,7,5,2,2,6,5,4,6,25,2,5,3
11/19/20 13:50,11/19/20 13:52,1,1,3,5,5,7,1,1,1,1,1,1,7,7,7,7,33,1,5,4
11/19/20 13:49,11/19/20 13:53,1,2,7,4,3,4,4,2,4,4,6,2,3,3,4,3,60,1,2,2
11/19/20 13:50,11/19/20 13:53,1,1,7,7,7,1,4,3,1,1,4,1,7,7,7,7,30,3,3,4
11/19/20 13:50,11/19/20 13:53,1,1,2,2,5,6,1,1,1,1,3,1,6,6,6,6,18,1,2,6
11/19/20 13:33,11/19/20 13:54,1,1,6,7,6,5,4,3,2,4,6,1,5,6,5,6,63,1,2,3
11/19/20 13:53,11/19/20 13:55,1,2,6,6,6,4,2,2,2,2,6,1,5,5,5,5,58,1,5,4
11/19/20 13:52,11/19/20 13:55,1,1,5,6,5,5,2,2,2,2,2,2,5,5,4,4,41,1,4,2
11/19/20 13:53,11/19/20 13:55,1,1,5,5,7,5,3,2,2,2,2,2,3,3,3,2,38,1,5,3
11/19/20 13:50,11/19/20 13:55,1,1,2,2,1,7,1,1,1,1,2,2,6,6,6,6,62,1,5,2
11/19/20 13:51,11/19/20 13:55,1,1,4,3,3,6,4,2,2,2,1,1,6,6,6,6,66,1,6,3
11/19/20 13:52,11/19/20 13:56,1,2,6,5,6,3,3,2,2,2,4,1,7,7,7,7,59,1,5,3
11/19/20 13:52,11/19/20 13:56,1,1,7,7,7,7,2,1,2,2,2,1,7,7,7,7,31,3,5,4
11/19/20 13:52,11/19/20 13:57,1,2,4,4,6,3,2,2,2,3,5,2,3,4,4,2,29,1,4,3
11/19/20 13:55,11/19/20 13:57,1,2,3,3,4,6,2,1,1,2,3,2,4,4,4,4,27,4,5,4
11/19/20 13:53,11/19/20 13:57,1,2,1,2,3,7,1,1,1,1,1,1,5,5,4,5,59,1,3,1
11/19/20 13:55,11/19/20 13:58,1,2,5,4,6,4,1,1,1,1,3,2,3,3,2,1,56,1,5,1
11/19/20 13:54,11/19/20 13:58,1,1,7,5,2,4,3,1,6,3,7,1,7,7,7,7,30,1,5,3
11/19/20 13:55,11/19/20 13:58,1,1,6,6,6,4,2,3,2,2,3,1,6,6,5,5,65,1,3,1
11/19/20 13:57,11/19/20 14:01,1,1,7,3,7,2,4,1,1,1,6,1,7,7,7,6,56,1,3,4
11/19/20 14:00,11/19/20 14:02,1,1,4,4,3,5,2,1,1,2,3,2,4,4,3,3,35,1,5,3
11/19/20 13:58,11/19/20 14:02,1,1,5,3,5,5,1,1,2,1,2,1,6,6,7,6,49,2,5,3
11/19/20 14:01,11/19/20 14:03,1,2,4,4,6,5,2,1,2,1,3,1,7,7,7,7,35,1,3,1
11/19/20 14:01,11/19/20 14:03,1,2,6,5,7,3,3,2,4,4,2,1,7,5,3,5,25,2,5,2
11/19/20 14:01,11/19/20 14:03,1,1,6,5,5,4,3,2,3,3,2,1,5,5,5,5,57,1,5,1
11/19/20 14:01,11/19/20 14:04,1,1,7,7,7,1,4,4,4,4,4,2,1,1,1,1,38,4,4,2
11/19/20 14:02,11/19/20 14:04,1,1,5,6,7,6,1,2,2,1,4,2,4,4,3,3,28,1,5,4
11/19/20 14:02,11/19/20 14:04,1,1,6,6,7,3,3,2,2,2,3,1,7,6,6,5,25,1,4,4
11/19/20 14:03,11/19/20 14:05,1,2,4,4,5,4,4,3,3,3,3,1,7,7,7,7,35,1,6,3
11/19/20 14:03,11/19/20 14:06,1,2,3,3,5,7,1,1,1,1,2,1,7,6,5,5,29,1,6,3
11/19/20 14:05,11/19/20 14:07,1,1,4,4,4,5,3,2,2,2,2,1,6,6,6,6,24,2,5,5
11/19/20 14:05,11/19/20 14:08,1,2,6,5,7,3,4,1,4,4,3,2,2,2,2,2,43,1,5,2
11/19/20 14:05,11/19/20 14:08,1,1,6,5,6,6,2,1,1,1,4,1,7,7,7,7,25,1,4,2
11/19/20 14:05,11/19/20 14:09,1,2,4,4,5,5,2,1,1,2,3,2,4,4,2,3,63,1,2,2
11/19/20 14:07,11/19/20 14:09,1,2,2,4,3,4,1,2,2,1,6,2,6,6,6,3,22,1,3,2
11/19/20 14:06,11/19/20 14:09,1,1,1,4,5,6,1,1,1,1,2,1,5,5,5,5,43,1,6,5
11/19/20 14:08,11/19/20 14:10,1,2,7,7,7,7,3,2,3,4,5,1,7,7,7,7,29,1,4,3
11/19/20 14:08,11/19/20 14:11,1,1,6,5,4,6,4,2,1,1,7,2,1,1,1,1,37,1,3,2
11/19/20 14:09,11/19/20 14:12,1,1,4,2,5,6,2,2,4,2,3,1,6,6,5,7,50,1,3,3
11/19/20 14:13,11/19/20 14:16,1,1,6,6,7,4,4,1,4,2,4,1,7,7,7,7,22,4,5,5
11/19/20 14:13,11/19/20 14:17,1,2,4,3,5,6,1,1,1,2,4,2,3,2,1,2,38,2,4,3
11/19/20 14:12,11/19/20 14:17,1,2,3,3,1,6,1,1,1,1,1,1,7,7,7,7,29,1,5,3
11/19/20 14:14,11/19/20 14:17,1,1,4,6,7,6,4,4,2,2,4,1,7,7,7,7,38,1,5,5
11/19/20 14:11,11/19/20 14:18,1,2,4,4,5,1,2,2,1,1,1,1,7,7,7,7,36,1,4,2
11/19/20 14:16,11/19/20 14:19,1,1,4,5,6,4,1,1,5,4,6,2,4,4,4,4,21,2,3,4
11/19/20 14:14,11/19/20 14:20,1,1,7,7,7,7,1,7,1,1,2,1,7,7,7,7,65,1,2,1
11/19/20 14:17,11/19/20 14:22,1,1,6,6,7,4,3,4,3,3,7,2,1,1,1,1,28,1,2,2
11/19/20 14:19,11/19/20 14:23,1,2,5,5,5,5,2,2,2,2,3,1,5,5,5,5,25,1,5,1
11/19/20 14:21,11/19/20 14:23,1,1,3,4,6,7,1,1,1,1,5,2,3,3,2,3,35,1,6,6
